77,mocha," Yeah, yeah.  Good thing."
78,cleverbot,Poor you *hugs*.
78,mocha," Nowhere... Hi, Daddy."
79,cleverbot,Of course!
79,mocha, You two are gonna help me tame the wild beast?
80,cleverbot,You can't leave.
80,mocha," So am I.  Alright, I'll go inside and you cover the back."
81,cleverbot,Liker du tomatsuppe?
81,mocha, Time to go.
82,cleverbot,You are from Maine?
82,mocha, F-14's sir.
83,cleverbot,Haha so how old are you really?
83,mocha, Yeah... I know the routine.
84,cleverbot,Dave is gone. The lions got him in the desert.
84,mocha," Just as I thought. He drifted up here with the Gulf Stream, from southern waters."
85,cleverbot,Whose body?
85,mocha," His body was discovered three days ago, in an alley off of Central Avenue, near downtown."
86,cleverbot,So you are?
86,mocha, I am told so.
87,cleverbot,Who are you?
87,mocha," Aye, ma'am."
88,cleverbot,I don't know this is not my planet.
88,mocha," Officer, I wonder if you could tell me where I could find Chief Brody?"
89,cleverbot,I'm that hurts *cries*.
89,mocha," Mr. Carter, the Head Butler, sits there."
90,cleverbot,Why is that?
90,mocha," Still, someone must attend you.  Your wife should not have let you out."
91,cleverbot,*smirks*.
91,mocha, Don ' t you even dare. . .
92,cleverbot,I don't understand this whole thing of this web site.
92,mocha, I'm serious here.
93,cleverbot,No kidding.
93,mocha," Older, sillier."
94,cleverbot,The riddles.
94,mocha," What's this?  What's going on?
 Great.  Well, I'm sure glad that's settled, aren't you?"
95,cleverbot,And why is that?
95,mocha, I find that hard to believe.
96,cleverbot,Okay... Bye.
96,mocha, Leave my sister alone.
97,cleverbot,I'll go to a different restaurant if you don't give me a milkshake.
97,mocha," Yeah, yeah.  Good thing."
98,cleverbot,So they are still there?
98,mocha," Nowhere... Hi, Daddy."
99,cleverbot,"No, I did not."
99,mocha, She just saw two of her friends killed! They probably threatened her.
100,cleverbot,Where is your house?
100,mocha," Alright, alright, Eddie.  Don't patronize me."
